text,ner,triples
"รถจักรไอน้ำ Mikado หมายเลข 962 คันนี้ ตั้งอยู่ ณ พิพิธภัณฑ์เชิงประวัติศาสตร์สงครามโลกครั้งที่ 2 อ.ละอุ่น จ.ระนอง ใกล้กับอดีตสถานีเขาฝาชี 1 ในสถานีบนเส้นทางรถไฟสายคอคอดกระ ทางรถไฟสายประวัติศาสตร์ที่สร้างขึ้นและถูกทำลายในสมัยสงครามโลกครั้งที่ 2 ทางรถไฟสายคอคอดกระถูกสร้างขึ้นเพื่อใช้ในการลำเลียงเสบียงอาหาร, กำลังพลและอาวุธหนักจาก จ.ชุมพรไปฝั่งทะเลอันดามัน ด้วยระยะทางประมาณ 90 กม. โดยเริ่มก่อสร้างในเดือน มิ.ย.2486 แล้วเสร็จในเดือน พ.ย.2486 ซึ่งใช้ระยะเวลาในการก่อสร้างเพียง 6 เดือน มีสถานีบนเส้นทางนี้ทั้งหมด 7 สถานี ได้แก่ สถานีต้นทางชุมพร, วังไผ่, ท่าสาร, ปากจั่น, ทับหลี, กระบุรี, คลองลำเลียง และสถานีปลายทางเขาฝาชี หลังจากเปิดใช้เส้นทางนี้ได้ประมาณ 2 ปี ทหารทางฝ่ายสัมพันธมิตรได้ทิ้งระเบิดตามจุดต่างๆ ทั้งทางรถไฟสายหลักและทางสายนี้ ผลการทิ้งระเบิดทำให้ทางรถไฟสายนี้ได้รับความเสียหายเป็นอย่างมาก จึงทำให้การเดินรถบนเส้นทางนี้จึงต้องยุติลงในปีตั้งแต่ พ.ศ.2488 เหลือเพียงรถจักรไอน้ำ Mikado หมายเลข 962 คันนี้ไว้เป็นอนุสรณ์ให้คนรุ่นหลังได้รำลึกถึงเหตุการณ์ในอดีตที่ผ่านมาจนถึงปัจจุบัน",[],[]
"เกาะมัตโพน เป็นเกาะขนาดเล็ก อยู่ห่างจากชายฝั่งตรงปากน้ำชุมพรประมาณ 500 เมตร ตัวเกาะมีขนาดกว้างประมาณ 100 เมตร ยาวประมาณ 350 เมตร ยอดเขาสูง 15 เมตร มีแนวสันทรายจากชายฝั่งถึงตัวเกาะ จึงสามารถเดินเท้าไปมาได้ในเวลาน้ำทะเลลงบนยอดเขามีเจดีย์ชื่อ ""มาลิกเจดีย์"" เป็นเจดีย์ทรงระฆังสี่เหลี่ยม ก่ออิฐถือปูน สูง 9.60 เมตร ฐานล่างกว้าง 3.70 x 3.85 เมตร แต่ละด้านทำเป็นเสาอิง 3 เสา ถัดขึ้นไปเป็นฐานสิงห์และฐานบัวลูกแก้วอกไก่ ประดับปูนปั้นรูปดอกไม้ ใบไม้ หน้ากาล กระจัง และลายกนก เหนือขึ้นไปเป็นองค์ระฆังทรงสี่เหลี่ยมย่อมุมไม้สิบสอง มีบัลลังก์ทรงบัวคว่ำบัวหงายในผังแปดเหลี่ยม ต่อด้วยบัวกลุ่มเถา 3 ชั้น ปลียอด และเม็ดน้ำค้างพบศิลาจารึกกล่าวถึงประวัติการสร้างเจดีย์บรรจุพระสารีริกธาตุไว้ที่เกาะแก้วมัตโพน เมื่อปี พ.ศ. 2346 และมีการบูรณะโดยนายคูจับฮุยยี่ห้อ ย่งเส้ง คหบดีชาวจีน เมื่อปี พ.ศ. 2477 ในทุกๆ ปีจะมีงานแห่ผ้าห่มพระเจดีย์ตรงกับวันขึ้น 15 ค่ำเดือน 7 ของทุกปี ปัจจุบันบนเกาะมัตโพนยังเป็นที่ตั้งของประภาคารเกาะมัตโพน กรมอุทกศาสตร์ กองทัพเรือ และจากการสำรวจพื้นที่บริเวณชายหาดยังพบชิ้นส่วนชิ้นส่วนเครื่องถ้วยจีน สมัยราชวงศ์ชิง (พุทธศตวรรษที่ 24 - 25) สมัยสาธารณรัฐ (พุทธศตวรรษที่ 25)",[],[]
"กลุ่มแหล่งโบราณคดีในตำบลเขาทะลุ – บ้านในวง ได้แก่ แหล่งโบราณคดีถ้ำตาด้วง (ถ้ำมังกรแดง), แหล่งโบราณคดีเขาน้ำลอด (ถ้ำเสือ), แหล่งโบราณคดีเขาทิศนก (ถ้ำยายปราณี), แหล่งโบราณคดีเขาจุฬา, แหล่งโบราณคดีถ้ำช่องเขา, แหล่งโบราณคดีถ้ำตาเช้า, แหล่งโบราณคดีเขาช่องขุกขัก (เพิงผาฉานทา), แหล่งโบราณคดีถ้ำโค้งปราบเซียน, แหล่งโบราณคดีเขาแครง (ถ้ำตาดำ), แหล่งโบราณคดีเขาจ้งม่ง, แหล่งโบราณคดีถ้ำสวนตาจรัญ, แหล่งโบราณคดีถ้ำอนามัยเก่า, แหล่งโบราณคดีเขามดแดง และ แหล่งโบราณคดีถ้ำเสือ (ระนอง)
ตั้งอยู่ที่ตำบลเขาทะลุ ตำบลทุ่งระยะ ตำบลเขาค่าย อำเภอสวี จังหวัดชุมพร และตำบลในวงเหนือ 
ตำบลในวงใต้ อำเภอละอุ่น จังหวัดระนอง มีสภาพพื้นที่โดยรอบเป็นที่ราบระหว่างหุบเขา โดยเกิดขึ้นจากรอยเลื่อนและสภาพธรณีสัณฐาน ที่ราบเชิงเขานี้อยู่ในพื้นที่ลุ่มคลองสวี โดยมีคลองสวีไหลผ่านและขนาบข้างเขาน้ำลอดและเขาทะลุ และอยู่ฝั่งทางตะวันตกของเขาช่องขุกขัก นอกจากแนวเทือกเขาทั้ง 2 ยังมีกลุ่มเขาหินปูนในพื้นที่อีกหลายจุด พบแหล่งโบราณคดีกระจายตัวอยู่ในบริเวณเวิ้งที่ราบเชิงเขาและที่ราบหุบเขาเป็นจำนวนมาก และทอดยาวตามแนวร่องเขาที่สัมพันธ์กับแนวรอยเลื่อนตามทิศตะวันออกเฉียงเหนือ – ตะวันตกเฉียงใต้ บริเวณกลุ่มเขาหินปูนในจังหวัดระนองที่มีเพียงจุดเดียว มีลำน้ำสาขาย่อยของคลองละอุ่นในพื้นที่หลายสาย ทั้งยังมีช่องเขาที่ติดต่อกับพื้นที่ทางเหนือไปยังกลุ่มเขาทะลุ และทางตะวันตกเลียบคลองละอุ่นไปยังชายทะเลฝั่งตะวันตก อยู่ห่างจากชายฝั่งทะเลราว 23 – 25 กิโลเมตร 
",[],[]
ไอ้ด่างบางมุดเป็นจระเข้ยักษ์กินคนแห่งคลองบางมุด ตำบลนาขา อ.หลังสวน จ.ชุมพร ที่ออกอาละวาดกินมนุษย์มาแล้วไม่น้อยกว่า 6 ศพ  ช่วงปี พ.ศ.2507  โดยมันอาศัยกบดานอยู่ในคลองบางมุด ตำบลนาขา อ.หลังสวน ซึ่งเป็นคลองยาวใกล้ทะเลเชื่อมต่อหลายท้องที่ จนกลายเป็นที่หวาดกลัวของชาวบ้านและหนังสือพิมพ์ในยุคนั้นได้ลงข่าวพาดหัวใหญ่โต จนนำไปสู่การตั้งค่าหัวรางวัลนำจับทำให้มีนักล่าจากทั่วสารทิศในยุคนั้น ได้มีการนำอาวุธออกไล่ล่ามันทั้งมีด เหล็กแหลม ปืน และระเบิด แต่ไอ้ด่างบางมุดรอดไปได้ทุกครั้ง ขณะเดียวกันก็มีที่นักล่าบางรายกลายเป็นผู้ถูกไอ้ด่างบางมุดล่ากินเป็นอาหารเองด้วย ยิ่งทำให้ชาวบ้านยุคนั้นหวาดกลัวมากขึ้นไม่มีใครกล้าออกไปไหนมาไหน,[],[]
"ตั้งอยู่ที่บ้านสามแก้ว หมู่ 1 ตำบลนาชะอัง อำเภอเมืองชุมพร จังหวัดชุมพร มีลักษณะพื้นที่เป็นเป็นเนินเขาหินกรวดผสมดิน จำนวน 4 เนิน สลับกับที่ราบ มีระดับความสูงเฉลี่ย 20 – 40 เมตรจากน้ำทะเลปานกลาง ทางตะวันตกมีแม่น้ำท่าตะเภาไหลผ่าน ทางทิศใต้มีคลองพนังตัก พื้นที่เขาสามแก้วห่างจากชายทะเล 5 กิโลเมตร ไปทางตะวันออก มีการสำรวจและขุดค้นทางโบราณคดีมาหลายครั้ง โดยมีการขุดค้นเมื่อ ปี พ.ศ. 2524 จำนวนหนึ่ง และ เมื่อปี พ.ศ.2548 – 2551 จำนวน 135 หลุม มีการพบโบราณวัตถุจำนวนมาก อาทิ กลองมโหระทึกและชิ้นส่วนกลองมโหระทึก จำนวน 6 ใบ เครื่องมือเหล็ก ขวานหินขัดทั้งแบบมีบ่า แบบไม่มีบ่า แท่นหินบดหลายรูปแบบ ลูกปัดหินควอตซ์ คาร์เนเลียน อาเกต และโอนิกซ์ ลูกปัดแก้วจำนวนมาก มีทั้งรูปแบบลูกปัดแก้วสีเดียว (Monochrome Beads หรือ Indo – Pacific beads) ลูกปัดแก้วหลายสี (Polychrome Beads)  ลูกปัดหินแบบฝังเส้นสี (Etched bead) กำไลแก้ว กำไลสำริด เศษแก้วหลอม ตุ้มถ่วงแห แผ่นทองคำ เศษภาชนะดินเผาเนื้อดินขัดผิวมัน ขูดขีด และเชือกทาบ หุ่นดินเผา หุ่นสำริดรูปคนและสัตว์ ลูกกระสุนดินเผา แวดินเผา ตะกรัน จักรหิน 
แม่พิมพ์หิน รูปสัญลักษณ์ทางเพศ เศษโลหะสำริด เศษภาชนะดินเผาแบบรังผึ้ง ดินเผารูปใบไม้ 
เศษภาชนะดินเผาลายกดประทับแบบซี่ฟันเฟือง (Rouletted Wares) ภาชนะแบบสีดำขัดมันมีลวดลาย เนื้อดี (Northern Black Polished Ware /NBPW) ภาชนะดินเผาแบบซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) ภาชนะดินเผาสมัยราชวงศ์ฮั่นรูปแบบลายตาข่ายและตราประทับ (Seal on net Design) ลิง – ลิง – โอ และเครื่องประดับรูปสัตว์ 2 หัว ทำจากหินเนฟไฟรท์ และไมกา ลูกปัดหินรูปสัตว์หลายชนิดและรูปสัญลักษณ์ อาทิ กบ ลิง มกร เต่า ปลา ปลาคู่ ตรีรัตนะ ดอกไม้ สวัสดิกะ ระฆัง เป็นต้น เครื่องประดับทองคำ อาทิ แผ่นทองรูปตัว S ทองคำทรงคล้ายตะกร้อ (Polyhedral gold bead) แผ่นทองรูปใบไม้ ตรีรัตนะทองคำ ลูกปัดทองคำ ปล่องลูกปัดทองคำมีตุ่มตรงกลาง (Central knobbed gold beads) หัวแหวนและตราประทับ จารึกอักษรปัลลวะ (อ่านได้ว่า อขิทโร) ตราประทับอักษรพราหมี หลายชิ้น อาทิ (ba ma sa mo) , (la ta ya) , 
(I si da) และตราประทับมีอักษรประเภทอื่น ทั้งแบบไม่มีอักษร  จากการศึกษามีการพบว่าบนพื้นที่เขาสามแก้ว มีการทำแนวคันดิน (Earthen wall) หลายแนว โดยเฉพาะทางด้านตะวันออกและทางใต้ ตามแนวเนินเขาแต่ละเนิน มีทั้ง 4 เนิน โดยมีลักษณะแนว 2 สมัยเป็นอย่างน้อย มีการลากพื้นที่เชื่อมต่อกันตั้งแต่บริเวณเนินเขาทางด้านเหนือจนถึงใต้ และภาชนะดินเผาแบบมีปุ่มแหลม (Knobbed ware) ภาชนะสีแดงและสีดำ (Black and Red ware / BRW)",[],[]
ตั้งอยู่ที่บ้านรุ่งเรือง หมู่ที่ 20 ตำบลละแม อำเภอละแม จังหวัดชุมพร มีลักษณะทางกายภาพเป็นลักษณะเป็นไหล่เขา ใกล้กับหุบเขาละแม บริเวณโดยรอบเป็นที่ราบเชิงเขาที่มีแม่น้ำสาขาย่อยไหลผ่าน แหล่งโบราณคดีอยู่บนแนวถนน ภูเขาใกล้เคียงมีลักษณะเป็นภูเขาดิน แหล่งโบราณคดีอยู่บนถนนดินซึ่งมี ลำน้ำห้วยทรงไหลผ่านและมีทางติดต่อกับคลองละแม  มีการพบโบราณวัตถุบริเวณบนไหล่เขาที่มีความลาดชัน ที่มีลำน้ำอยู่บริเวณเชิงเขา โดยโบราณวัตถุที่พบเป็นกลุ่มใต้ดินประมาณ 1 เมตร ได้แก่ เศษภาชนะดินเผา ลูกปัดแก้ว ลูกปัดหินอาเกต ลูกปัดทองคำ ชิ้นส่วนแผ่นโลหะสำริด ชิ้นส่วนเครื่องมือเหล็ก ขอสับช้าง มีข้อมูลว่าเคยใช้เป็นเส้นทางเดินเท้าข้ามเขตพื้นที่ละแม – พะโต๊ะ – ระนอง ,[],[]
"คำที่ใช้เรียกพระพุทธเจ้าโดยเฉพาะ โดยในทางพระพุทธศาสนาเห็นว่าพระองค์ทรงเป็น ""บรมครู"" หรือสุดยอดแห่งครูเพราะทรงคำสั่งสอนมนุษย์เป็นจำนวนมากทั้งในชมพูทวีปอันเป็นแหล่งกำเนิดของพระพุทธศาสนา และในอีกหลายชาติหลายภาษาในโลก",[],[]
"ปางแสดงยมกปาฏิหาริย์ เป็นพระพุทธรูปอยู่ในพระอิริยาบถประทับ (นั่ง) บนบัลลังก์ ห้อยพระบาททั้งสองวางบนดอกบัวที่รองรับ พระชานุ (เข่า) ยกตั้งแบบประทับบนพระเก้าอี้ พระหัตถ์ซ้ายวางบนพระเพลา (ตัก) พระหัตถ์ขวายกขึ้นเสมอพระอุระ (อก) จีบนิ้วพระหัตถ์ แสดงยมกปาฏิหาริย์ คือปาฏิหาริย์ที่แสดงเป็นคู่ ๆ, เป็นปาฏิหาริย์ที่พระพุทธเจ้าทรงบันดาลท่อน้ำ ท่อไฟ ให้พวยพุ่งออกจากส่วนของพระกายเป็นคู่ ๆ กัน โดยทรงกระทำที่ต้นมะม่วง ซึ่งเรียกว่า คัณฑามพพฤกษ์.",[],[]
"หาดทรายรี อยู่ห่างจากเขตเทศบาลเมืองชุมพรไปตามทางหลวงหมายเลข 4119 และ 4098 ประมาณ 20 กิโลเมตร มีรถโดยสารวิ่งจากตัวเมืองถึงชายหาด เป็นหาดทรายยาวสีขาว บริเวณหาดมีที่พักและร้านอาหารบริการ ใกล้ๆ ชายหาดเป็นที่ตั้งของอนุสรณ์สถานของพลเรือเอกพระบรมวงศ์เธอกรมหลวงชุมพรเขตอุดมศักดิ์ ผู้ทรงสถาปนากองทัพเรือสมัยใหม่ให้กับประเทศไทย และเป็นที่เคารพสักการะของประชาชน อนุสรณ์สถานประกอบด้วย ศาลกรมหลวงชุมพรฯ หลังเก่าและที่สร้างขึ้นใหม่บนเนินเขา สวนสมุนไพรหมอพร อยู่บริเวณเชิงเขา เป็นโครงการของกระทรวงสาธารณสุข เพื่ออนุรักษ์สมุนไพรที่มีคุณค่า สืบทอดเจตนารมณ์ของ ""กรมหลวงชุมพรฯ"" หรือ ""หมอพร"" ของชาวบ้าน สำหรับสถานที่แห่งนี้นับได้ว่าเป้นสถานที่ส่วนพระองค์ที่มีการนำทหารเรือมาฝึก และเป็นที่ประทับส่วนพระองคในบางเวลา ",[],[]
"จวนเจ้าเมืองระนอง ซึ่งเป็นจวนของเจ้าเมืองระนองคนแรก คือ พระยาดำรงสุจริตมหิศรภักดี หรือท่านคอซูเจียง สร้างในสมัยพระยาดำรงสุจริตมหิศร ภักดี ผู้สร้างคือพระยาดำรงสุจริตมหิศรภัคดี บุตรชายคนที่สองของท่านคอซู้เจียง จวนเจ้าเมืองระนอง เป็นแหล่งโบราณสถานแห่งหนึ่งที่สำคัญของระนอง ซึ่งปัจจุบันกรมศิลปากรได้ประกาศขึ้นทะเบียนโบราณสถาน จวนเจ้าเมืองสร้างด้วยอิฐสอปูนสดแบบจีน โครงบนทำด้วย ไม้หลังคามุงกระเบื้อง ภายในจวนเจ้าเมืองระนองเป็นบ้านพักอาศัยของลูกหลานในสกุล ณ ระนอง หลายครอบครัว บ้านพักส่วนหนึ่งได้รับการบูรณะปรุงปรุงเป็นอาคารชั้นเดียว เพื่อใช้เป็นศาลบรรพบุรุษ และใช้ประกอบพิธีสักการะบูชาป้ายบรรพบุรุษตามประเพณี ป้ายหน้าศาลบรรพบุรุษ มีความหมายว่า""ดวงตะวันอันสูงส่ง"" บ้านนี้มากด้วยขุนนาง บ้านนี้มากด้วยแก้วแหวนเงินทองภายในอาคารส่วนหน้า มีเก้าอี้และโต๊ะไม้แกะฝังมุก 4 ชุด ใช้รับรองแขกกลางห้องมีโต๊ะสักการะ บูชาป้ายบรรพบุรุษพวงหรีดเงินและพวงหรีดทองและยังมีอาวุธ โบราณ หีบเหล็ก แจกันประดับขนนกยูง โคมไฟแบบเดียวกับที่ใช้ที่พระที่นั่งรัตนรังสรรค์ ที่พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัวได้พระราชทานคำ จารึกเกียรติประวัติพระยาดำรงสุจริตมหิศรภักดี (คอซู้เจียง) ซึ่งเดิมตั้งเป็นสง่าอยู่ที่สุสานของเจ้าเมืองระนอง",[],[]
บ้านหงาว ตั้งอยู่ในตำบลหงาว อำเภอเมือง จังหวัดระนอง สำหรับชื่อที่มาของหมู่บ้านมีเรื่องเล่าว่า เดิม หงาว เป็นตำบลเล็กๆ ที่เกิดจากการอพยพย้ายถิ่นฐานของชาวบ้านจากอำเภอกะเปอร์บางส่วน และจากจังหวัดภูเก็ตมาตั้งบ้านเรือนใกล้กับทะเลและ ที่ราบริมภูเขาซึ่งสามารถทำเหมืองแร่ ทำประมง และเลี้ยงสัตว์ ได้ตามฤดูกาล รวมทั้งการติดต่อกับ ชุมชนอื่นทางเรือได้อย่างสะดวกที่สุดต่อมาชาวบ้านเชื้อสายจีนที่เดินทางมาจากจังหวัดภูเก็ตกลุ่มใหญ่เข้ามาประกอบอาชีพทำเหมืองแร่ ชุมชนเริ่มขยายตัวขึ้น ปลูกบ้านเรือนเพิ่มขึ้นบางส่วนได้ เลี้ยงวัวไว้บริเวณเชิงเขา จึงเรียกทุ่งหญ้าเลี้ยงวัวเป็นภาษาจีนว่า “บ้านทุ่งหง่าว” ซึ่งแปลเป็นภาษาไทยว่า “ทุ่งวัวเล่น” หลังจากนั้นชาวบ้านและคนรุ่นหลังได้เรียกชื่อหมู่บ้านนี้ว่า “บ้านทุ่งหงาว” สืบต่อมา,[],[]
"ตั้งอยู่ที่บ้านเขาม่วง หมู่ 4 ตำบลวังตะกอ อำเภอหลังสวน จังหวัดชุมพร มีลักษณะพื้นที่เป็นเนินเขา 2 ลูก สูง 90 เมตรและ 50 เมตร ห่างจากชายฝั่งทะเลประมาณ 
8 กิโลเมตร อยู่ทางทิศใต้ของเขาสามแก้วลงมา 80 กิโลเมตร แหล่งโบราณคดีเขาเสกตั้งอยู่บริเวณเชิงเขาเสก มีลักษณะเป็นภูเขาขนาดเล็ก 
ซึ่งอยู่ร่วมกับเขาล้านและเขาเบญจา ลักษณะเป็นเขา 3 ลูก ที่มีขนาดความสูงไม่มากอยู่บนเนินเขาเดียวกัน ทางตอนใต้ติดกับคลองหลังสวน บริเวณโดยรอบมีลักษณะเป็นที่ราบเชิงเขาและที่ราบลุ่มแม่น้ำ แหล่งโบราณคดีถ้ำภูเขาทองหลังสวน ตั้งอยู่ในพื้นที่ถ้ำเชิงเขาทอง มีลักษณะเป็นเขาหินปูนลูกโดด อยู่ทางตอนใต้ของคลองหลังสวน แต่มีลำน้ำขนาดเล็กไหลผ่านบริเวณโดยรอบเขา ได้แก่ ห้วยพ้อแดง คลองบางยี่โร คลองกก ก่อนที่ลำน้ำทุกสายจะไหลรวมกับคลองหลังสวนและไหลออกสู่ทะเล บริเวณบ้านหัวแหลม บริเวณโดยรอบมีลักษณะเป็นที่ราบลุ่มแม่น้ำ ทั้งสองแหล่งโบราณคดีตั้งอยู่ห่างจากชายฝั่งทะเล ราว 10 กิโลเมตร      มีการขุดค้นทางโบราณคดีเมื่อ พ.ศ. 2556 – 2557 จำนวน 40 หลุมขุดค้น โบราณวัตถุที่สำคัญ ได้แก่ ภาชนะดินเผาแบบซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) ภาชนะสำริดที่มีสัดส่วนของดีบุกสูง (High – Sn bronze bowls) ร่องรอยการใช้ความร้อนเป็นเตาหลอม 4 แห่ง และพืช ได้แก่ ข้าว และดีปลี  ชิ้นส่วนภาชนะดินเผา เครื่องมือหิน เครื่องประดับทองคำ ชิ้นส่วนหน้ากลองมโหระทึก ชิ้นส่วนภาชนะสำริดมีลวดลาย ลูกปัดหินคาร์เนเลียน ลูกปัดหินกึ่งมีค่า ลูกปัดทองคำ ลูกปัดแก้ว กำไลแก้ว ชิ้นส่วนแก้ว แม่พิมพ์เครื่องประดับ  ภาชนะแบบสีดำขัดมันมีลวดลาย เนื้อดี (Northern Black Polished Ware /NBPW) ภาชนะสีแดงและสีดำ (Black and Red ware / BRW) มีการกำหนดอายุทางวิทยาศาสตร์ อย่างไรก็ดีค่าอายุไม่เสถียร ได้ประมาณพุทธศตวรรษที่ 1 – 6 และช่วงก่อนพุทธศตวรรษ ประมาณ 1,000 ปี อาจเป็นช่วงยุคก่อนประวัติศาสตร์  

",[],[]
"ตั้งอยู่ที่บ้านน้ำลอดน้อย หมู่ 10 ตำบลทุ่งระยะ อำเภอสวี จังหวัดชุมพร มีลักษณะพื้นที่เป็นถ้ำบนภูเขาหินปูนของแนวเทือกเขาทะลุ ปากถ้ำด้านหน้าอยู่สูงกว่าระดับพื้นดินด้านล่างประมาณ 2 เมตร หันหน้าทางทิศตะวันออกเฉียงใต้  เชื่อมต่อออกไปยังปากถ้ำอีกด้านหนึ่งซึ่งอยู่ทางด้านหลัง ปากถ้ำด้านนี้อยู่สูงกว่าระดับพื้นดินด้านล่างประมาณ 3 เมตร มีการพบเศษภาชนะจากดินแดนภายนอก ได้แก่ เศษภาชนะดินเผาแบบ
ซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) ภาชนะดินเผา เศษภาชนะดินเผา
เนื้อดิน ชิ้นส่วนภาชนะสามขา ชิ้นส่วนกระดูกมนุษย์ ฟันมนุษย์ ชิ้นส่วนกระดูกสัตว์ ขวานหิน และลูกปัด
",[],[]
"ตั้งอยู่ที่หมู่ 2 บ้านคอกช้าง ตำบลในวงเหนือ อำเภอละอุ่น จังหวัดระนอง มีลักษณะพื้นที่ตั้งอยู่ทางเหนือของภูเขาหินปูน มีลักษณะเป็นถ้ำขนาดใหญ่ มีถ้ำอยู่หลายระดับ มีลำห้วยหอยไหลผ่านทางเหนือและตะวันออก ในระยะ 1 กิโลเมตร อยู่ใกล้กับแหล่งโบราณคดีถ้ำนางนอนเขาไม้แก้ว, แหล่งโบราณคดีถ้ำประกายเพชร และแหล่งโบราณคดีถ้ำกลุ่มหมอลำ มีการพบโบราณวัตถุสำคัญ อาทิ ภาชนะดินเผาแบบมีปุ่มแหลม (Knobbed ware) สภาพสมบูรณ์ ชิ้นส่วนภาชนะดินเผาแบบซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) ชิ้นส่วนภาชนะดินเผาท้องถิ่น ภาชนะแบบมีสัน ลายเชือกทาบ ลายขูดขีด ภาชนะดินเผาสามขา ชิ้นส่วนกระดูกสัตว์ ชิ้นส่วนกระดูกมนุษย์ ลูกปัดหินกึ่งมีค่า เศษทองคำ 
เครื่องมือหินขัด และเครื่องมือหินกะเทาะ  กำหนดอายุทางประมาณพุทธศตวรรษที่ 3 – 8 
",[],[]
"ตั้งอยู่ที่บ้านห้วยกลาง หมู่ที่ 3 ตำบลเขาทะลุ อำเภอสวี จังหวัดชุมพร มีลักษณะพื้นที่เป็นเพิงผาหินปูนและถ้ำบนภูเขาหินปูนลูกโดด สูงจากระดับพื้นดินประมาณ 
2 เมตร เป็นส่วนหนึ่งของแหล่งโบราณคดีถ้ำเขาดิน พบโบราณวัตถุที่สำคัญ ได้แก่ เศษภาชนะดินเผา เศษภาชนะดินเผาแบบซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) ชิ้นส่วนโครงกระดูกมนุษย์ ลูกปัดหินอาเกต ลูกปัดหินคาร์เนเลียน ชิ้นส่วนภาชนะดินเผาสามขา ภาชนะก้นกลม เชิงพานดินเผา เครื่องมือเหล็ก ฉมวกเหล็ก ขวานหินไม่มีบ่า 

",[],[]
"ตั้งอยู่ที่ตำบลเขาค่าย อำเภอสวี จังหวัดชุมพร มีการพบโบราณวัตถุประเภทเศษภาชนะดินเผาตกแต่งลายขูดขีดและเขียนสีแดง ใกล้เคียงกับภาชนะดินเผาประเภทซาหวิ่น – กาลานาย (Sa Huynh – Kalanay Related Pottery) 

",[],[]
"ตั้งอยู่ที่บ้านปากจั่น หมู่ 11 ตำบลปากจั่น อำเภอกระบุรี จังหวัดระนอง ลักษณะพื้นที่เป็นที่ราบมีแม่น้ำไหลผ่าน 2 สาย คือ คลองหลีก และคลองจั่น ทางด้านทิศตะวันตกติดกับแม่น้ำกระบุรีทำให้สามารถเดินทางออกสู่ทะเลอันดามัน พบร่องรอยหลักฐานที่มีลักษณะเป็นชุมชนโบราณ ซึ่งพบหลักฐานกระจายตัวอยู่ทั้งสองด้านของถนนเพชรเกษม ระหว่างหลักกิโลเมตรที่ 537 - 538 และอยู่ในบริเวณที่ทางรถไฟเก่าของทหารญี่ปุ่นสมัยสงครามโลกครั้งที่ 2 ตัดผ่าน ซึ่งคันดินทางรถไฟนี้ยังคงเหลือสภาพค่อนข้างสมบูรณ์ในบางจุด  ดำเนินการสำรวจเมื่อ พ.ศ.2550 และมีการขุดค้น 2 ครั้งได้แก่ ปีพ.ศ. 2553 และ พ.ศ.2560 หลักฐานทางโบราณคดีสำคัญ ได้แก่ ชิ้นส่วนภาชนะดินเผาลายกดประทับแบบซี่ฟันเฟือง (Rouletted Wares) ภาชนะดินเผาท้องถิ่น ลูกปัดแก้วจำนวนมาก ลูกปัดหินคาร์เนเลียน เศษเครื่องประดับทองคำ เศษแก้ว เศษแก้วหลอม เศษหินกึ่งมีค่า ตะกรัน ถ่าน แสดงพื้นที่ถึงการใช้ไฟ กระสุนดินเผา ดินเผาไฟ เป็นต้น  มีการพบเมล็ดข้าวขนาดสั้น สันนิษฐานว่าเป็นส่วนหนึ่งของเส้นทางข้ามคาบสมุทรในสมัยแรกเริ่มประวัติศาสตร์ทั้งยังมีการใช้งานในการเสด็จข้ามคาบสมุทรช่วงสมัยรัตนโกสินทร์ด้วย  กำหนดอายุสมัยอยู่ที่ พุทธศตวรรษที่ 5 – 8 อย่างไรก็ดีจากการศึกษาลำดับชั้นดินทางโบราณคดี พบว่ามีการใช้งาน 3 ระยะ ได้แก่ สมัยแรกเริ่มประวัติศาสตร์ 
สมัยรัตนโกสินทร์ (หนาแน่นช่วงสงครามโลกครั้งที่ 2) และสมัยปัจจุบัน 
",[],[]
