{'loss': 0.5688, 'grad_norm': 2.4384899139404297, 'learning_rate': 1.52130898021309e-05, 'epoch': 3.18}                                                                
{'loss': 0.397, 'grad_norm': 2.1191513538360596, 'learning_rate': 8.80517503805175e-06, 'epoch': 6.06}                                                                 
{'loss': 0.4328, 'grad_norm': 1.50669264793396, 'learning_rate': 8.789954337899545e-06, 'epoch': 6.07}                                                                 
{'loss': 0.3442, 'grad_norm': 1.833404302597046, 'learning_rate': 8.774733637747336e-06, 'epoch': 6.08}                                                                
{'loss': 0.4697, 'grad_norm': 2.3216333389282227, 'learning_rate': 8.75951293759513e-06, 'epoch': 6.08}                                                                
{'loss': 0.492, 'grad_norm': 2.134000778198242, 'learning_rate': 8.744292237442924e-06, 'epoch': 6.09}                                                                 
{'loss': 0.4607, 'grad_norm': 2.1568737030029297, 'learning_rate': 8.729071537290717e-06, 'epoch': 6.1}                                                                
{'loss': 0.4236, 'grad_norm': 2.121415376663208, 'learning_rate': 8.71385083713851e-06, 'epoch': 6.1}                                                                  
{'loss': 0.3493, 'grad_norm': 2.197310447692871, 'learning_rate': 8.698630136986302e-06, 'epoch': 6.11}                                                                
{'loss': 0.3508, 'grad_norm': 2.014685869216919, 'learning_rate': 8.683409436834095e-06, 'epoch': 6.12}                                                                
{'loss': 0.3821, 'grad_norm': 1.955612301826477, 'learning_rate': 8.668188736681888e-06, 'epoch': 6.12}                                                                
{'loss': 0.4942, 'grad_norm': 2.3009724617004395, 'learning_rate': 8.65296803652968e-06, 'epoch': 6.13}                                                                
{'loss': 0.5496, 'grad_norm': 1.8840692043304443, 'learning_rate': 8.637747336377475e-06, 'epoch': 6.14}                                                               
{'loss': 0.3997, 'grad_norm': 1.6175979375839233, 'learning_rate': 8.622526636225266e-06, 'epoch': 6.14}                                                               
{'loss': 0.4017, 'grad_norm': 2.43318772315979, 'learning_rate': 8.607305936073061e-06, 'epoch': 6.15}                                                                 
{'loss': 0.4291, 'grad_norm': 1.9112548828125, 'learning_rate': 8.592085235920852e-06, 'epoch': 6.16}                                                                  
{'loss': 0.5319, 'grad_norm': 2.662055253982544, 'learning_rate': 8.576864535768647e-06, 'epoch': 6.16}                                                                
{'loss': 0.4038, 'grad_norm': 2.0753908157348633, 'learning_rate': 8.56164383561644e-06, 'epoch': 6.17}                                                                
{'loss': 0.4268, 'grad_norm': 2.3555753231048584, 'learning_rate': 8.546423135464232e-06, 'epoch': 6.18}                                                               
{'loss': 0.4819, 'grad_norm': 2.054051160812378, 'learning_rate': 8.531202435312025e-06, 'epoch': 6.18}                                                                
{'loss': 0.3896, 'grad_norm': 2.1732189655303955, 'learning_rate': 8.515981735159818e-06, 'epoch': 6.19}                                                               
{'loss': 0.4617, 'grad_norm': 2.41062331199646, 'learning_rate': 8.50076103500761e-06, 'epoch': 6.2}                                                                   
{'loss': 0.4338, 'grad_norm': 2.439244270324707, 'learning_rate': 8.485540334855404e-06, 'epoch': 6.21}                                                                
{'loss': 0.5193, 'grad_norm': 1.8222678899765015, 'learning_rate': 8.470319634703196e-06, 'epoch': 6.21}                                                               
{'loss': 0.4515, 'grad_norm': 2.229612112045288, 'learning_rate': 8.455098934550991e-06, 'epoch': 6.22}                                                                
{'loss': 0.4575, 'grad_norm': 3.0238187313079834, 'learning_rate': 8.439878234398782e-06, 'epoch': 6.23}                                                               
{'loss': 0.4834, 'grad_norm': 2.122657537460327, 'learning_rate': 8.424657534246577e-06, 'epoch': 6.23}                                                                
{'loss': 0.5523, 'grad_norm': 1.6478573083877563, 'learning_rate': 8.40943683409437e-06, 'epoch': 6.24}                                                                
{'loss': 0.3348, 'grad_norm': 1.7970083951950073, 'learning_rate': 8.394216133942162e-06, 'epoch': 6.25}                                                               
{'loss': 0.4627, 'grad_norm': 2.342172145843506, 'learning_rate': 8.378995433789955e-06, 'epoch': 6.25}                                                                
{'loss': 0.3321, 'grad_norm': 1.9592115879058838, 'learning_rate': 8.363774733637748e-06, 'epoch': 6.26}                                                               
{'loss': 0.3816, 'grad_norm': 2.0696215629577637, 'learning_rate': 8.348554033485541e-06, 'epoch': 6.27}                                                               
{'loss': 0.5067, 'grad_norm': 2.390984296798706, 'learning_rate': 8.333333333333334e-06, 'epoch': 6.27}                                                                
{'loss': 0.3549, 'grad_norm': 2.034350872039795, 'learning_rate': 8.318112633181127e-06, 'epoch': 6.28}                                                                
{'loss': 0.4915, 'grad_norm': 2.6942179203033447, 'learning_rate': 8.302891933028921e-06, 'epoch': 6.29}                                                               
{'loss': 0.4741, 'grad_norm': 2.5531699657440186, 'learning_rate': 8.287671232876712e-06, 'epoch': 6.29}                                                               
{'loss': 0.4664, 'grad_norm': 1.889450192451477, 'learning_rate': 8.272450532724507e-06, 'epoch': 6.3}                                                                 
{'loss': 0.3787, 'grad_norm': 1.9545581340789795, 'learning_rate': 8.2572298325723e-06, 'epoch': 6.31}                                                                 
{'loss': 0.3466, 'grad_norm': 1.8887145519256592, 'learning_rate': 8.242009132420092e-06, 'epoch': 6.32}                                                               
{'loss': 0.5019, 'grad_norm': 2.309396743774414, 'learning_rate': 8.226788432267885e-06, 'epoch': 6.32}                                                                
{'loss': 0.4739, 'grad_norm': 1.7856148481369019, 'learning_rate': 8.211567732115678e-06, 'epoch': 6.33}                                                               
{'loss': 0.3291, 'grad_norm': 2.098151922225952, 'learning_rate': 8.196347031963471e-06, 'epoch': 6.34}                                                                
{'loss': 0.5773, 'grad_norm': 3.4411582946777344, 'learning_rate': 8.181126331811264e-06, 'epoch': 6.34}                                                               
{'loss': 0.4568, 'grad_norm': 2.3977179527282715, 'learning_rate': 8.165905631659057e-06, 'epoch': 6.35}                                                               
{'loss': 0.4483, 'grad_norm': 2.792670726776123, 'learning_rate': 8.150684931506851e-06, 'epoch': 6.36}                                                                
{'loss': 0.4346, 'grad_norm': 2.192927598953247, 'learning_rate': 8.135464231354642e-06, 'epoch': 6.36}                                                                
{'loss': 0.5603, 'grad_norm': 2.4146933555603027, 'learning_rate': 8.120243531202437e-06, 'epoch': 6.37}                                                               
{'loss': 0.4203, 'grad_norm': 1.6758111715316772, 'learning_rate': 8.105022831050228e-06, 'epoch': 6.38}                                                               
{'loss': 0.3589, 'grad_norm': 1.9398629665374756, 'learning_rate': 8.089802130898023e-06, 'epoch': 6.38}                                                               
{'loss': 0.4597, 'grad_norm': 2.4138500690460205, 'learning_rate': 8.074581430745815e-06, 'epoch': 6.39}                                                               
{'loss': 0.3657, 'grad_norm': 1.9214445352554321, 'learning_rate': 8.059360730593608e-06, 'epoch': 6.4}                                                                
{'loss': 0.444, 'grad_norm': 2.176637887954712, 'learning_rate': 8.044140030441401e-06, 'epoch': 6.4}                                                                  
{'loss': 0.5652, 'grad_norm': 2.830836534500122, 'learning_rate': 8.028919330289194e-06, 'epoch': 6.41}                                                                
{'loss': 0.4227, 'grad_norm': 2.974353551864624, 'learning_rate': 8.013698630136987e-06, 'epoch': 6.42}                                                                
{'loss': 0.5242, 'grad_norm': 3.9028968811035156, 'learning_rate': 7.99847792998478e-06, 'epoch': 6.42}                                                                
{'loss': 0.3679, 'grad_norm': 2.1456305980682373, 'learning_rate': 7.983257229832572e-06, 'epoch': 6.43}                                                               
{'loss': 0.5019, 'grad_norm': 2.8810415267944336, 'learning_rate': 7.968036529680367e-06, 'epoch': 6.44}                                                               
{'loss': 0.4089, 'grad_norm': 2.2498278617858887, 'learning_rate': 7.952815829528158e-06, 'epoch': 6.45}                                                               
{'loss': 0.4315, 'grad_norm': 1.9878708124160767, 'learning_rate': 7.937595129375953e-06, 'epoch': 6.45}                                                               
{'loss': 0.3255, 'grad_norm': 2.097822427749634, 'learning_rate': 7.922374429223745e-06, 'epoch': 6.46}
{'loss': 0.4032, 'grad_norm': 2.9791131019592285, 'learning_rate': 7.907153729071538e-06, 'epoch': 6.47}                                                               
{'loss': 0.4029, 'grad_norm': 1.6179351806640625, 'learning_rate': 7.891933028919331e-06, 'epoch': 6.47}                                                               
{'loss': 0.4744, 'grad_norm': 1.897217869758606, 'learning_rate': 7.876712328767124e-06, 'epoch': 6.48}                                                                
{'loss': 0.6533, 'grad_norm': 2.717318058013916, 'learning_rate': 7.861491628614917e-06, 'epoch': 6.49}                                                                
{'loss': 0.4116, 'grad_norm': 1.9990376234054565, 'learning_rate': 7.84627092846271e-06, 'epoch': 6.49}                                                                
{'loss': 0.433, 'grad_norm': 2.0279932022094727, 'learning_rate': 7.831050228310503e-06, 'epoch': 6.5}                                                                 
{'loss': 0.4861, 'grad_norm': 1.901679277420044, 'learning_rate': 7.815829528158297e-06, 'epoch': 6.51}                                                                
{'loss': 0.5153, 'grad_norm': 3.136408567428589, 'learning_rate': 7.800608828006088e-06, 'epoch': 6.51}                                                                
{'loss': 0.4086, 'grad_norm': 2.13043475151062, 'learning_rate': 7.785388127853883e-06, 'epoch': 6.52}                                                                 
{'loss': 0.4564, 'grad_norm': 2.212813377380371, 'learning_rate': 7.770167427701676e-06, 'epoch': 6.53}                                                                
{'loss': 0.4544, 'grad_norm': 1.8752093315124512, 'learning_rate': 7.754946727549468e-06, 'epoch': 6.53}                                                               
{'loss': 0.4888, 'grad_norm': 3.0845625400543213, 'learning_rate': 7.739726027397261e-06, 'epoch': 6.54}                                                               
{'loss': 0.401, 'grad_norm': 2.493255376815796, 'learning_rate': 7.724505327245054e-06, 'epoch': 6.55}                                                                 
{'loss': 0.5158, 'grad_norm': 2.623070478439331, 'learning_rate': 7.709284627092847e-06, 'epoch': 6.55}                                                                
{'loss': 0.4023, 'grad_norm': 2.203472375869751, 'learning_rate': 7.69406392694064e-06, 'epoch': 6.56}                                                                 
{'loss': 0.4331, 'grad_norm': 2.4178454875946045, 'learning_rate': 7.678843226788433e-06, 'epoch': 6.57}                                                               
{'loss': 0.3321, 'grad_norm': 2.0515472888946533, 'learning_rate': 7.663622526636225e-06, 'epoch': 6.58}                                                               
{'loss': 0.3911, 'grad_norm': 1.9024590253829956, 'learning_rate': 7.648401826484018e-06, 'epoch': 6.58}                                                               
{'loss': 0.4848, 'grad_norm': 2.0798728466033936, 'learning_rate': 7.633181126331813e-06, 'epoch': 6.59}                                                               
{'loss': 0.4704, 'grad_norm': 2.2878036499023438, 'learning_rate': 7.617960426179605e-06, 'epoch': 6.6}                                                                
{'loss': 0.4717, 'grad_norm': 2.272576332092285, 'learning_rate': 7.6027397260273985e-06, 'epoch': 6.6}                                                                
{'loss': 0.3907, 'grad_norm': 2.471693992614746, 'learning_rate': 7.5875190258751905e-06, 'epoch': 6.61}                                                               
{'loss': 0.4089, 'grad_norm': 2.035688638687134, 'learning_rate': 7.572298325722984e-06, 'epoch': 6.62}                                                                
{'loss': 0.3828, 'grad_norm': 2.300652027130127, 'learning_rate': 7.557077625570777e-06, 'epoch': 6.62}                                                                
{'loss': 0.4217, 'grad_norm': 1.7566676139831543, 'learning_rate': 7.54185692541857e-06, 'epoch': 6.63}                                                                
{'loss': 0.3724, 'grad_norm': 8.44303035736084, 'learning_rate': 7.526636225266363e-06, 'epoch': 6.64}                                                                 
{'loss': 0.4862, 'grad_norm': 2.484522581100464, 'learning_rate': 7.511415525114156e-06, 'epoch': 6.64}                                                                
{'loss': 0.4105, 'grad_norm': 1.6872692108154297, 'learning_rate': 7.496194824961948e-06, 'epoch': 6.65}                                                               
{'loss': 0.5448, 'grad_norm': 2.233119487762451, 'learning_rate': 7.480974124809742e-06, 'epoch': 6.66}                                                                
{'loss': 0.5817, 'grad_norm': 2.4142327308654785, 'learning_rate': 7.465753424657535e-06, 'epoch': 6.66}                                                               
{'loss': 0.4591, 'grad_norm': 2.1954288482666016, 'learning_rate': 7.450532724505329e-06, 'epoch': 6.67}                                                               
{'loss': 0.3634, 'grad_norm': 24.894258499145508, 'learning_rate': 7.435312024353121e-06, 'epoch': 6.68}                                                               
{'loss': 0.4696, 'grad_norm': 2.74137020111084, 'learning_rate': 7.420091324200914e-06, 'epoch': 6.68}                                                                 
{'loss': 0.3842, 'grad_norm': 2.242058515548706, 'learning_rate': 7.404870624048707e-06, 'epoch': 6.69}                                                                
{'loss': 0.4473, 'grad_norm': 1.825285792350769, 'learning_rate': 7.3896499238965e-06, 'epoch': 6.7}                                                                   
{'loss': 0.4113, 'grad_norm': 2.3316540718078613, 'learning_rate': 7.374429223744293e-06, 'epoch': 6.71}                                                               
{'loss': 0.4207, 'grad_norm': 2.103949546813965, 'learning_rate': 7.3592085235920865e-06, 'epoch': 6.71}                                                               
{'loss': 0.5274, 'grad_norm': 2.480431318283081, 'learning_rate': 7.3439878234398785e-06, 'epoch': 6.72}                                                               
{'loss': 0.3872, 'grad_norm': 2.00095796585083, 'learning_rate': 7.328767123287672e-06, 'epoch': 6.73}                                                                 
{'loss': 0.3506, 'grad_norm': 1.5623633861541748, 'learning_rate': 7.313546423135465e-06, 'epoch': 6.73}                                                               
{'loss': 0.4025, 'grad_norm': 1.3667550086975098, 'learning_rate': 7.298325722983258e-06, 'epoch': 6.74}                                                               
{'loss': 0.3896, 'grad_norm': 2.5363972187042236, 'learning_rate': 7.283105022831051e-06, 'epoch': 6.75}                                                               
{'loss': 0.4912, 'grad_norm': 2.574793815612793, 'learning_rate': 7.267884322678844e-06, 'epoch': 6.75}
{'loss': 0.4056, 'grad_norm': 1.9989670515060425, 'learning_rate': 7.252663622526636e-06, 'epoch': 6.76}                                                               
{'loss': 0.3468, 'grad_norm': 1.7723108530044556, 'learning_rate': 7.23744292237443e-06, 'epoch': 6.77}                                                                
{'loss': 0.3905, 'grad_norm': 2.121689796447754, 'learning_rate': 7.222222222222223e-06, 'epoch': 6.77}
{'loss': 0.563, 'grad_norm': 3.6701831817626953, 'learning_rate': 7.207001522070017e-06, 'epoch': 6.78}                                                                
{'loss': 0.4339, 'grad_norm': 2.1725335121154785, 'learning_rate': 7.191780821917809e-06, 'epoch': 6.79}                                                               
{'loss': 0.416, 'grad_norm': 2.438533306121826, 'learning_rate': 7.176560121765602e-06, 'epoch': 6.79}                                                                 
{'loss': 0.3476, 'grad_norm': 1.99391508102417, 'learning_rate': 7.161339421613394e-06, 'epoch': 6.8}                                                                  
{'loss': 0.4756, 'grad_norm': 1.9163416624069214, 'learning_rate': 7.146118721461188e-06, 'epoch': 6.81}                                                               
{'loss': 0.4119, 'grad_norm': 2.361560583114624, 'learning_rate': 7.130898021308981e-06, 'epoch': 6.82}                                                                
{'loss': 0.3395, 'grad_norm': 1.8390240669250488, 'learning_rate': 7.1156773211567745e-06, 'epoch': 6.82}                                                              
{'loss': 0.3349, 'grad_norm': 2.1598665714263916, 'learning_rate': 7.1004566210045665e-06, 'epoch': 6.83}                                                              
{'loss': 0.4808, 'grad_norm': 3.1703271865844727, 'learning_rate': 7.08523592085236e-06, 'epoch': 6.84}                                                                
{'loss': 0.4244, 'grad_norm': 2.145012378692627, 'learning_rate': 7.070015220700153e-06, 'epoch': 6.84}                                                                
{'loss': 0.5451, 'grad_norm': 2.4631459712982178, 'learning_rate': 7.054794520547946e-06, 'epoch': 6.85}                                                               
{'loss': 0.4171, 'grad_norm': 1.87294602394104, 'learning_rate': 7.039573820395739e-06, 'epoch': 6.86}                                                                 
{'loss': 0.417, 'grad_norm': 2.196443557739258, 'learning_rate': 7.024353120243532e-06, 'epoch': 6.86}                                                                 
{'loss': 0.341, 'grad_norm': 2.073535203933716, 'learning_rate': 7.009132420091324e-06, 'epoch': 6.87}                                                                 
{'loss': 0.4703, 'grad_norm': 1.9026893377304077, 'learning_rate': 6.993911719939118e-06, 'epoch': 6.88}                                                               
{'loss': 0.4904, 'grad_norm': 2.6735949516296387, 'learning_rate': 6.978691019786911e-06, 'epoch': 6.88}                                                               
{'loss': 0.4309, 'grad_norm': 1.944535255432129, 'learning_rate': 6.9634703196347046e-06, 'epoch': 6.89}                                                               
{'loss': 0.3011, 'grad_norm': 1.790228247642517, 'learning_rate': 6.9482496194824966e-06, 'epoch': 6.9}                                                                
{'loss': 0.4115, 'grad_norm': 2.817164421081543, 'learning_rate': 6.93302891933029e-06, 'epoch': 6.9}                                                                  
{'loss': 0.5632, 'grad_norm': 2.373502731323242, 'learning_rate': 6.917808219178082e-06, 'epoch': 6.91}                                                                
{'loss': 0.4109, 'grad_norm': 2.110245704650879, 'learning_rate': 6.902587519025876e-06, 'epoch': 6.92}                                                                
{'loss': 0.4192, 'grad_norm': 2.172333002090454, 'learning_rate': 6.887366818873669e-06, 'epoch': 6.92}                                                                
{'loss': 0.4989, 'grad_norm': 2.7078371047973633, 'learning_rate': 6.8721461187214625e-06, 'epoch': 6.93}                                                              
{'loss': 0.4561, 'grad_norm': 1.7657580375671387, 'learning_rate': 6.8569254185692545e-06, 'epoch': 6.94}                                                              
{'loss': 0.6186, 'grad_norm': 2.645650625228882, 'learning_rate': 6.841704718417048e-06, 'epoch': 6.95}                                                                
{'loss': 0.3849, 'grad_norm': 3.161301612854004, 'learning_rate': 6.826484018264841e-06, 'epoch': 6.95}                                                                
{'loss': 0.4215, 'grad_norm': 2.301682710647583, 'learning_rate': 6.811263318112634e-06, 'epoch': 6.96}                                                                
{'loss': 0.446, 'grad_norm': 2.1357600688934326, 'learning_rate': 6.796042617960427e-06, 'epoch': 6.97}                                                                
{'loss': 0.4786, 'grad_norm': 2.6574065685272217, 'learning_rate': 6.78082191780822e-06, 'epoch': 6.97}                                                                
{'loss': 0.5676, 'grad_norm': 2.1777310371398926, 'learning_rate': 6.765601217656012e-06, 'epoch': 6.98}                                                               
{'loss': 0.5441, 'grad_norm': 2.1535582542419434, 'learning_rate': 6.750380517503806e-06, 'epoch': 6.99}                                                               
{'loss': 0.4081, 'grad_norm': 2.6726622581481934, 'learning_rate': 6.735159817351599e-06, 'epoch': 6.99}                                                               
{'loss': 0.501, 'grad_norm': 2.720449447631836, 'learning_rate': 6.7199391171993926e-06, 'epoch': 7.0}                                                                 
{'eval_loss': 0.5158848762512207, 'eval_accuracy': 0.8704130473320333, 'eval_runtime': 478.0275, 'eval_samples_per_second': 2.678, 'eval_steps_per_second': 0.335, 'epoch': 7.0}
{'loss': 0.3862, 'grad_norm': 1.9233816862106323, 'learning_rate': 6.7047184170471845e-06, 'epoch': 7.01}                                                              
{'loss': 0.4559, 'grad_norm': 2.8625648021698, 'learning_rate': 6.689497716894978e-06, 'epoch': 7.01}
{'loss': 0.5143, 'grad_norm': 2.20944881439209, 'learning_rate': 6.67427701674277e-06, 'epoch': 7.02}                                                                  
{'loss': 0.4194, 'grad_norm': 2.1359424591064453, 'learning_rate': 6.659056316590564e-06, 'epoch': 7.03}                                                               
{'loss': 0.4197, 'grad_norm': 2.116774559020996, 'learning_rate': 6.643835616438357e-06, 'epoch': 7.03}                                                                
{'loss': 0.4777, 'grad_norm': 2.275536060333252, 'learning_rate': 6.6286149162861504e-06, 'epoch': 7.04}                                                               
{'loss': 0.3705, 'grad_norm': 5.873587131500244, 'learning_rate': 6.6133942161339424e-06, 'epoch': 7.05}                                                               
{'loss': 0.3188, 'grad_norm': 2.2208757400512695, 'learning_rate': 6.598173515981736e-06, 'epoch': 7.05}                                                               
{'loss': 0.4226, 'grad_norm': 1.8991985321044922, 'learning_rate': 6.582952815829529e-06, 'epoch': 7.06}                                                               
{'loss': 0.4417, 'grad_norm': 2.106605052947998, 'learning_rate': 6.567732115677322e-06, 'epoch': 7.07}                                                                
{'loss': 0.3183, 'grad_norm': 2.6746251583099365, 'learning_rate': 6.552511415525115e-06, 'epoch': 7.08}                                                               
{'loss': 0.383, 'grad_norm': 1.867660641670227, 'learning_rate': 6.537290715372908e-06, 'epoch': 7.08}                                                                 
{'loss': 0.377, 'grad_norm': 1.8697956800460815, 'learning_rate': 6.5220700152207e-06, 'epoch': 7.09}                                                                  
{'loss': 0.3244, 'grad_norm': 2.606166124343872, 'learning_rate': 6.506849315068494e-06, 'epoch': 7.1}                                                                 
{'loss': 0.3897, 'grad_norm': 2.184710741043091, 'learning_rate': 6.491628614916287e-06, 'epoch': 7.1}                                                                 
{'loss': 0.3789, 'grad_norm': 3.164457082748413, 'learning_rate': 6.4764079147640805e-06, 'epoch': 7.11}                                                               
{'loss': 0.4362, 'grad_norm': 1.9590580463409424, 'learning_rate': 6.4611872146118725e-06, 'epoch': 7.12}                                                              
{'loss': 0.4898, 'grad_norm': 2.1948065757751465, 'learning_rate': 6.445966514459666e-06, 'epoch': 7.12}                                                               
{'loss': 0.4517, 'grad_norm': 1.9245318174362183, 'learning_rate': 6.430745814307458e-06, 'epoch': 7.13}                                                               
{'loss': 0.5774, 'grad_norm': 3.1706702709198, 'learning_rate': 6.415525114155252e-06, 'epoch': 7.14}                                                                  
{'loss': 0.3524, 'grad_norm': 2.4360265731811523, 'learning_rate': 6.400304414003045e-06, 'epoch': 7.14}                                                               
{'loss': 0.5313, 'grad_norm': 1.8853784799575806, 'learning_rate': 6.385083713850838e-06, 'epoch': 7.15}                                                               
{'loss': 0.6278, 'grad_norm': 2.8179447650909424, 'learning_rate': 6.36986301369863e-06, 'epoch': 7.16}                                                                
{'loss': 0.4035, 'grad_norm': 1.646830439567566, 'learning_rate': 6.354642313546424e-06, 'epoch': 7.16}                                                                
{'loss': 0.3861, 'grad_norm': 2.115189552307129, 'learning_rate': 6.339421613394217e-06, 'epoch': 7.17}                                                                
{'loss': 0.4953, 'grad_norm': 2.342843770980835, 'learning_rate': 6.32420091324201e-06, 'epoch': 7.18}                                                                 
{'loss': 0.4547, 'grad_norm': 1.9701470136642456, 'learning_rate': 6.308980213089803e-06, 'epoch': 7.18}                                                               
{'loss': 0.4224, 'grad_norm': 2.8931336402893066, 'learning_rate': 6.293759512937596e-06, 'epoch': 7.19}                                                               
{'loss': 0.4207, 'grad_norm': 2.035778522491455, 'learning_rate': 6.278538812785388e-06, 'epoch': 7.2}                                                                 
{'loss': 0.3196, 'grad_norm': 2.4055726528167725, 'learning_rate': 6.263318112633182e-06, 'epoch': 7.21}                                                               
{'loss': 0.5454, 'grad_norm': 1.9388320446014404, 'learning_rate': 6.248097412480975e-06, 'epoch': 7.21}                                                               
{'loss': 0.3525, 'grad_norm': 2.137939214706421, 'learning_rate': 6.2328767123287685e-06, 'epoch': 7.22}                                                               
{'loss': 0.473, 'grad_norm': 1.9580155611038208, 'learning_rate': 6.2176560121765605e-06, 'epoch': 7.23}                                                               
{'loss': 0.3481, 'grad_norm': 1.820810079574585, 'learning_rate': 6.202435312024354e-06, 'epoch': 7.23}                                                                
{'loss': 0.4139, 'grad_norm': 1.8871880769729614, 'learning_rate': 6.187214611872146e-06, 'epoch': 7.24}                                                               
{'loss': 0.4289, 'grad_norm': 2.0622689723968506, 'learning_rate': 6.17199391171994e-06, 'epoch': 7.25}                                                                
{'loss': 0.4056, 'grad_norm': 2.074414014816284, 'learning_rate': 6.156773211567733e-06, 'epoch': 7.25}                                                                
{'loss': 0.4729, 'grad_norm': 2.8142542839050293, 'learning_rate': 6.141552511415526e-06, 'epoch': 7.26}                                                               
{'loss': 0.3824, 'grad_norm': 2.055223226547241, 'learning_rate': 6.126331811263318e-06, 'epoch': 7.27}                                                                
{'loss': 0.4616, 'grad_norm': 2.246626138687134, 'learning_rate': 6.111111111111112e-06, 'epoch': 7.27}                                                                
{'loss': 0.4482, 'grad_norm': 2.2397620677948, 'learning_rate': 6.095890410958905e-06, 'epoch': 7.28}                                                                  
{'loss': 0.4159, 'grad_norm': 2.3298299312591553, 'learning_rate': 6.080669710806698e-06, 'epoch': 7.29}                                                               
{'loss': 0.5058, 'grad_norm': 3.4320461750030518, 'learning_rate': 6.065449010654491e-06, 'epoch': 7.29}                                                               
{'loss': 0.4144, 'grad_norm': 1.9302297830581665, 'learning_rate': 6.050228310502284e-06, 'epoch': 7.3}                                                                
{'loss': 0.3627, 'grad_norm': 1.9823188781738281, 'learning_rate': 6.035007610350076e-06, 'epoch': 7.31}                                                               
{'loss': 0.4177, 'grad_norm': 2.1939966678619385, 'learning_rate': 6.01978691019787e-06, 'epoch': 7.32}                                                                
{'loss': 0.4761, 'grad_norm': 2.3419671058654785, 'learning_rate': 6.004566210045663e-06, 'epoch': 7.32}                                                               
{'loss': 0.4155, 'grad_norm': 1.7293099164962769, 'learning_rate': 5.9893455098934565e-06, 'epoch': 7.33}                                                              
{'loss': 0.493, 'grad_norm': 10.507807731628418, 'learning_rate': 5.9741248097412485e-06, 'epoch': 7.34}                                                               
{'loss': 0.5527, 'grad_norm': 2.2819812297821045, 'learning_rate': 5.958904109589042e-06, 'epoch': 7.34}                                                               
{'loss': 0.4287, 'grad_norm': 2.557333469390869, 'learning_rate': 5.943683409436834e-06, 'epoch': 7.35}                                                                
{'loss': 0.3954, 'grad_norm': 2.2788808345794678, 'learning_rate': 5.928462709284628e-06, 'epoch': 7.36}                                                               
{'loss': 0.3388, 'grad_norm': inf, 'learning_rate': 5.913242009132421e-06, 'epoch': 7.36}                                                                              
{'loss': 0.3473, 'grad_norm': 2.244893789291382, 'learning_rate': 5.905631659056317e-06, 'epoch': 7.37}                                                                
{'loss': 0.5144, 'grad_norm': 2.3756039142608643, 'learning_rate': 5.89041095890411e-06, 'epoch': 7.38}                                                                
{'loss': 0.4917, 'grad_norm': 2.8749516010284424, 'learning_rate': 5.875190258751903e-06, 'epoch': 7.38}                                                               
{'loss': 0.4148, 'grad_norm': 3.594968318939209, 'learning_rate': 5.8599695585996965e-06, 'epoch': 7.39}                                                               
{'loss': 0.4539, 'grad_norm': 2.1253342628479004, 'learning_rate': 5.8447488584474885e-06, 'epoch': 7.4}                                                               
{'loss': 0.4032, 'grad_norm': 2.5188777446746826, 'learning_rate': 5.829528158295282e-06, 'epoch': 7.4}                                                                
{'loss': 0.3515, 'grad_norm': 2.292111873626709, 'learning_rate': 5.814307458143075e-06, 'epoch': 7.41}                                                                
{'loss': 0.4186, 'grad_norm': 2.218395471572876, 'learning_rate': 5.799086757990869e-06, 'epoch': 7.42}                                                                
{'loss': 0.4669, 'grad_norm': 2.589797019958496, 'learning_rate': 5.783866057838661e-06, 'epoch': 7.42}                                                                
{'loss': 0.4911, 'grad_norm': 4.519444942474365, 'learning_rate': 5.768645357686454e-06, 'epoch': 7.43}                                                                
{'loss': 0.4162, 'grad_norm': 2.2204182147979736, 'learning_rate': 5.753424657534246e-06, 'epoch': 7.44}                                                               
{'loss': 0.3865, 'grad_norm': 2.1407535076141357, 'learning_rate': 5.73820395738204e-06, 'epoch': 7.45}                                                                
{'loss': 0.4304, 'grad_norm': 2.246948719024658, 'learning_rate': 5.722983257229833e-06, 'epoch': 7.45}                                                                
{'loss': 0.3648, 'grad_norm': 2.767401933670044, 'learning_rate': 5.7077625570776266e-06, 'epoch': 7.46}                                                               
{'loss': 0.3785, 'grad_norm': 1.9982752799987793, 'learning_rate': 5.6925418569254186e-06, 'epoch': 7.47}                                                              
{'loss': 0.3732, 'grad_norm': 8.444720268249512, 'learning_rate': 5.677321156773212e-06, 'epoch': 7.47}                                                                
{'loss': 0.3579, 'grad_norm': 2.575880289077759, 'learning_rate': 5.662100456621005e-06, 'epoch': 7.48}                                                                
{'loss': 0.4926, 'grad_norm': 1.8470304012298584, 'learning_rate': 5.646879756468798e-06, 'epoch': 7.49}                                                               
{'loss': 0.4283, 'grad_norm': 2.2924394607543945, 'learning_rate': 5.631659056316591e-06, 'epoch': 7.49}                                                               
{'loss': 0.5778, 'grad_norm': 2.8199024200439453, 'learning_rate': 5.6164383561643845e-06, 'epoch': 7.5}                                                               
{'loss': 0.4062, 'grad_norm': 4.048221111297607, 'learning_rate': 5.6012176560121765e-06, 'epoch': 7.51}                                                               
{'loss': 0.53, 'grad_norm': 10.813692092895508, 'learning_rate': 5.58599695585997e-06, 'epoch': 7.51}                                                                  
{'loss': 0.4652, 'grad_norm': 1.9998711347579956, 'learning_rate': 5.570776255707763e-06, 'epoch': 7.52}                                                               
